postal code,place name,admin code1,admin name2,admin code2,latitude,longitude,accuracy
99553,Akutan,AK,Aleutians East,013,54.143,-165.7854,1
99571,Cold Bay,AK,Aleutians East,013,55.1858,-162.7211,1
99583,False Pass,AK,Aleutians East,013,54.8542,-163.4113,1
99612,King Cove,AK,Aleutians East,013,55.0628,-162.3056,1
99661,Sand Point,AK,Aleutians East,013,55.3192,-160.4914,1
99546,Adak,AK,Aleutians West (CA),016,51.874,-176.634,1
99547,Atka,AK,Aleutians West (CA),016,52.1961,-174.2006,1
99591,Saint George Island,AK,Aleutians West (CA),016,56.5944,-169.6186,1
99638,Nikolski,AK,Aleutians West (CA),016,52.9381,-168.8678,1
99660,Saint Paul Island,AK,Aleutians West (CA),016,57.1842,-170.2764,1
99685,Unalaska,AK,Aleutians West (CA),016,53.8871,-166.5199,1
99692,Dutch Harbor,AK,Aleutians West (CA),016,53.8898,-166.5422,1
99501,Anchorage,AK,Anchorage Municipality,020,61.2116,-149.8761,1
99502,Anchorage,AK,Anchorage Municipality,020,61.1661,-149.96,1
99503,Anchorage,AK,Anchorage Municipality,020,61.19,-149.8938,1
99504,Anchorage,AK,Anchorage Municipality,020,61.2037,-149.7447,1
99505,Jber,AK,Anchorage Municipality,020,59.8666,-158.5996,1
99506,Jber,AK,Anchorage Municipality,020,59.8666,-158.5996,1
99507,Anchorage,AK,Anchorage Municipality,020,61.1535,-149.8289,1
99508,Anchorage,AK,Anchorage Municipality,020,61.206,-149.8101,1
99509,Anchorage,AK,Anchorage Municipality,020,61.2181,-149.9003,1
99510,Anchorage,AK,Anchorage Municipality,020,61.1446,-149.8784,1
99511,Anchorage,AK,Anchorage Municipality,020,61.0683,-149.8005,1
99513,Anchorage,AK,Anchorage Municipality,020,61.2149,-149.8862,1
99514,Anchorage,AK,Anchorage Municipality,020,61.2181,-149.9003,1
99515,Anchorage,AK,Anchorage Municipality,020,61.1194,-149.8974,1
99516,Anchorage,AK,Anchorage Municipality,020,61.1054,-149.78,1
99517,Anchorage,AK,Anchorage Municipality,020,61.1901,-149.9361,1
99518,Anchorage,AK,Anchorage Municipality,020,61.1549,-149.8866,1
99519,Anchorage,AK,Anchorage Municipality,020,61.1089,-149.4403,1
99520,Anchorage,AK,Anchorage Municipality,020,61.2181,-149.9003,1
99521,Anchorage,AK,Anchorage Municipality,020,61.2181,-149.9003,1
99522,Anchorage,AK,Anchorage Municipality,020,61.2181,-149.9003,1
99523,Anchorage,AK,Anchorage Municipality,020,61.2181,-149.9003,1
99524,Anchorage,AK,Anchorage Municipality,020,61.2181,-149.9003,1
99529,Anchorage,AK,Anchorage Municipality,020,61.1515,-149.9443,1
99530,Anchorage,AK,Anchorage Municipality,020,61.1515,-149.9443,1
99540,Indian,AK,Anchorage Municipality,020,61.1089,-149.4403,1
99567,Chugiak,AK,Anchorage Municipality,020,61.4098,-149.4537,1
99577,Eagle River,AK,Anchorage Municipality,020,61.3114,-149.5085,1
99587,Girdwood,AK,Anchorage Municipality,020,60.9577,-149.1406,1
99599,Anchorage,AK,Anchorage Municipality,020,61.1872,-149.8804,1
99695,Anchorage,AK,Anchorage Municipality,020,61.1089,-149.4403,1
99545,Kongiganak,AK,Bethel Census Area,050,59.9599,-162.8919,1
99551,Akiachak,AK,Bethel Census Area,050,60.9094,-161.4314,4
99552,Akiak,AK,Bethel Census Area,050,60.9122,-161.2139,4
99557,Aniak,AK,Bethel Census Area,050,61.5783,-159.5222,4
99559,Bethel,AK,Bethel Census Area,050,60.7922,-161.7558,4
99561,Chefornak,AK,Bethel Census Area,050,60.1537,-164.2103,1
99575,Crooked Creek,AK,Bethel Census Area,050,61.8181,-158.0025,1
99578,Eek,AK,Bethel Census Area,050,60.2151,-162.0323,1
99589,Goodnews Bay,AK,Bethel Census Area,050,59.1189,-161.5875,1
99607,Kalskag,AK,Bethel Census Area,050,61.541,-160.3261,1
99609,Kasigluk,AK,Bethel Census Area,050,60.8956,-162.5181,1
99614,Kipnuk,AK,Bethel Census Area,050,59.9232,-164.101,1
99621,Kwethluk,AK,Bethel Census Area,050,60.8122,-161.4358,4
99622,Kwigillingok,AK,Bethel Census Area,050,59.8644,-163.1342,1
99626,Lower Kalskag,AK,Bethel Census Area,050,61.5138,-160.36,1
99630,Mekoryuk,AK,Bethel Census Area,050,60.3657,-166.2836,1
99634,Napakiak,AK,Bethel Census Area,050,60.6967,-161.9519,1
99637,Toksook Bay,AK,Bethel Census Area,050,60.5338,-165.1037,1
99641,Nunapitchuk,AK,Bethel Census Area,050,60.8969,-162.4594,1
99651,Platinum,AK,Bethel Census Area,050,59.0131,-161.8164,1
99655,Quinhagak,AK,Bethel Census Area,050,59.7381,-161.8749,1
99656,Red Devil,AK,Bethel Census Area,050,61.7611,-157.3125,1
99668,Sleetmute,AK,Bethel Census Area,050,61.7025,-157.1697,1
99679,Tuluksak,AK,Bethel Census Area,050,61.1088,-160.9389,4
99680,Tuntutuliak,AK,Bethel Census Area,050,60.3431,-162.6631,4
99681,Tununak,AK,Bethel Census Area,050,60.5856,-165.2558,1
99690,Nightmute,AK,Bethel Census Area,050,60.4794,-164.7239,1
99613,King Salmon,AK,Bristol Bay,060,58.6883,-156.6614,1
99633,Naknek,AK,Bristol Bay,060,58.783,-156.8992,1
99670,South Naknek,AK,Bristol Bay,060,58.6639,-156.9756,1
99574,Cordova,AK,Chugach Census Area,063,60.5362,-145.7534,1
99677,Tatitlek,AK,Chugach Census Area,063,60.8906,-146.6703,1
99686,Valdez,AK,Chugach Census Area,063,61.101,-146.9,1
99693,Whittier,AK,Chugach Census Area,063,60.7734,-148.6839,1
99566,Chitina,AK,Copper River Census Area,066,61.5156,-144.4396,1
99573,Copper Center,AK,Copper River Census Area,066,61.977,-145.3297,1
99586,Gakona,AK,Copper River Census Area,066,62.3014,-145.3027,1
99588,Glennallen,AK,Copper River Census Area,066,62.1039,-145.6617,1
99704,Clear,AK,Denali,068,64.2966,-149.1608,4
99729,Cantwell,AK,Denali,068,63.3955,-148.8973,1
99743,Healy,AK,Denali,068,63.9171,-149.0111,4
99744,Anderson,AK,Denali,068,64.3442,-149.1869,4
99755,Denali National Park,AK,Denali,068,63.5436,-149.9867,4
99555,Aleknagik,AK,Dillingham (CA),070,59.2697,-158.6199,1
99569,Clarks Point,AK,Dillingham (CA),070,58.8173,-158.5299,1
99576,Dillingham,AK,Dillingham (CA),070,59.0402,-158.5231,1
99580,Ekwok,AK,Dillingham (CA),070,59.3628,-157.4782,4
99628,Manokotak,AK,Dillingham (CA),070,59.0096,-158.9897,1
99636,New Stuyahok,AK,Dillingham (CA),070,59.4882,-157.2905,1
99678,Togiak,AK,Dillingham (CA),070,59.0619,-160.3764,1
99701,Fairbanks,AK,Fairbanks North Star,090,64.8378,-147.7164,4
99702,Eielson Afb,AK,Fairbanks North Star,090,64.6735,-147.0805,1
99703,Fort Wainwright,AK,Fairbanks North Star,090,64.8283,-147.6557,1
99705,North Pole,AK,Fairbanks North Star,090,64.7805,-147.3694,4
99706,Fairbanks,AK,Fairbanks North Star,090,64.8521,-147.9377,4
99707,Fairbanks,AK,Fairbanks North Star,090,64.8378,-147.7164,4
99708,Fairbanks,AK,Fairbanks North Star,090,64.9475,-147.8564,4
99709,Fairbanks,AK,Fairbanks North Star,090,64.8544,-147.8469,4
99710,Fairbanks,AK,Fairbanks North Star,090,64.8378,-147.7164,4
99711,Fairbanks,AK,Fairbanks North Star,090,64.8378,-147.7164,4
99712,Fairbanks,AK,Fairbanks North Star,090,64.9109,-147.5105,4
99714,Salcha,AK,Fairbanks North Star,090,64.5091,-146.953,1
99716,Two Rivers,AK,Fairbanks North Star,090,64.8746,-146.8982,4
99725,Ester,AK,Fairbanks North Star,090,64.871,-148.0949,4
99775,Fairbanks,AK,Fairbanks North Star,090,64.8591,-147.8267,4
99790,Fairbanks,AK,Fairbanks North Star,090,64.8378,-147.7164,1
99827,Haines,AK,Haines,100,59.2519,-135.542,4
99820,Angoon,AK,Hoonah-Angoon,105,57.5005,-134.586,4
99825,Elfin Cove,AK,Hoonah-Angoon,105,58.1944,-136.3433,4
99826,Gustavus,AK,Hoonah-Angoon,105,58.4284,-135.7615,4
99829,Hoonah,AK,Hoonah-Angoon,105,58.0977,-135.4316,4
99832,Pelican,AK,Hoonah-Angoon,105,57.9608,-136.2275,4
99841,Tenakee Springs,AK,Hoonah-Angoon,105,57.7808,-135.2189,4
99801,Juneau,AK,Juneau City and Borough,110,58.3628,-134.5294,4
99802,Juneau,AK,Juneau City and Borough,110,58.3019,-134.4197,4
99803,Juneau,AK,Juneau City and Borough,110,58.3019,-134.4197,4
99811,Juneau,AK,Juneau City and Borough,110,58.3019,-134.4197,4
99812,Juneau,AK,Juneau City and Borough,110,58.3271,-134.4742,4
99821,Auke Bay,AK,Juneau City and Borough,110,58.4494,-134.7003,4
99824,Douglas,AK,Juneau City and Borough,110,58.2756,-134.395,4
99850,Juneau,AK,Juneau City and Borough,110,58.3019,-134.4197,4
99556,Anchor Point,AK,Kenai Peninsula,122,59.8371,-151.7078,1
99568,Clam Gulch,AK,Kenai Peninsula,122,60.2311,-151.3936,4
99572,Cooper Landing,AK,Kenai Peninsula,122,60.4767,-149.8235,1
99603,Homer,AK,Kenai Peninsula,122,59.5374,-151.2356,1
99605,Hope,AK,Kenai Peninsula,122,60.8726,-149.4683,1
99610,Kasilof,AK,Kenai Peninsula,122,60.3164,-151.2896,4
99611,Kenai,AK,Kenai Peninsula,122,60.6145,-151.2546,4
99631,Moose Pass,AK,Kenai Peninsula,122,60.6148,-149.4056,1
99635,Nikiski,AK,Kenai Peninsula,122,60.7007,-151.2766,1
99639,Ninilchik,AK,Kenai Peninsula,122,60.0108,-151.6396,1
99663,Seldovia,AK,Kenai Peninsula,122,59.4495,-151.7009,4
99664,Seward,AK,Kenai Peninsula,122,60.1329,-149.3985,1
99669,Soldotna,AK,Kenai Peninsula,122,60.4818,-151.1358,1
99672,Sterling,AK,Kenai Peninsula,122,60.5136,-150.8532,4
99682,Tyonek,AK,Kenai Peninsula,122,61.0681,-151.1369,4
99901,Ketchikan,AK,Ketchikan Gateway,130,55.372,-131.6832,4
99928,Ward Cove,AK,Ketchikan Gateway,130,55.3954,-131.6754,4
99950,Ketchikan,AK,Ketchikan Gateway,130,55.3422,-131.6478,4
99550,Port Lions,AK,Kodiak Island,150,57.8675,-152.8822,1
99608,Karluk,AK,Kodiak Island,150,57.5689,-154.4551,1
99615,Kodiak,AK,Kodiak Island,150,57.6036,-153.3751,1
99619,Kodiak,AK,Kodiak Island,150,57.79,-152.4072,1
99624,Larsen Bay,AK,Kodiak Island,150,57.54,-153.9786,1
99643,Old Harbor,AK,Kodiak Island,150,57.2028,-153.3039,1
99644,Ouzinkie,AK,Kodiak Island,150,57.9236,-152.5022,4
99697,Kodiak,AK,Kodiak Island,150,57.79,-152.4072,1
99554,Alakanuk,AK,Kusilvak,158,62.6944,-164.6475,1
99563,Chevak,AK,Kusilvak,158,61.529,-165.5905,1
99581,Emmonak,AK,Kusilvak,158,62.7818,-164.5335,1
99585,Marshall,AK,Kusilvak,158,61.9287,-162.268,1
99604,Hooper Bay,AK,Kusilvak,158,61.527,-166.1151,1
99620,Kotlik,AK,Kusilvak,158,63.0295,-163.5542,1
99632,Mountain Village,AK,Kusilvak,158,62.1123,-163.6644,1
99650,Pilot Station,AK,Kusilvak,158,61.9462,-162.8747,1
99657,Russian Mission,AK,Kusilvak,158,61.7744,-161.3939,4
99658,Saint Marys,AK,Kusilvak,158,62.1172,-163.2376,1
99662,Scammon Bay,AK,Kusilvak,158,61.845,-165.5819,1
99666,Nunam Iqua,AK,Kusilvak,158,62.5309,-164.8496,1
99548,Chignik Lake,AK,Lake and Peninsula,164,56.2448,-158.7578,1
99549,Port Heiden,AK,Lake and Peninsula,164,56.9643,-158.5664,4
99564,Chignik,AK,Lake and Peninsula,164,56.3016,-158.4157,1
99565,Chignik Lagoon,AK,Lake and Peninsula,164,58.2687,-156.6484,1
99579,Egegik,AK,Lake and Peninsula,164,58.2062,-157.3422,4
99606,Iliamna,AK,Lake and Peninsula,164,59.7525,-154.8236,1
99625,Levelock,AK,Lake and Peninsula,164,59.2905,-156.6503,1
99640,Nondalton,AK,Lake and Peninsula,164,59.9736,-154.8458,1
99647,Pedro Bay,AK,Lake and Peninsula,164,59.8681,-154.0757,1
99648,Perryville,AK,Lake and Peninsula,164,55.9453,-159.2593,1
99649,Pilot Point,AK,Lake and Peninsula,164,57.5642,-157.5792,1
99653,Port Alsworth,AK,Lake and Peninsula,164,60.2025,-154.3128,1
99623,Wasilla,AK,Matanuska-Susitna Borough,170,61.5463,-149.5901,1
99629,Wasilla,AK,Matanuska-Susitna Borough,170,61.5841,-149.4436,1
99645,Palmer,AK,Matanuska-Susitna Borough,170,61.6303,-148.9872,1
99652,Big Lake,AK,Matanuska-Susitna Borough,170,61.5214,-149.9544,1
99654,Wasilla,AK,Matanuska-Susitna Borough,170,61.5923,-149.3959,1
99667,Skwentna,AK,Matanuska-Susitna Borough,170,61.9903,-151.3978,1
99674,Sutton,AK,Matanuska-Susitna Borough,170,61.7327,-148.7837,1
99676,Talkeetna,AK,Matanuska-Susitna Borough,170,62.2605,-150.1101,1
99683,Trapper Creek,AK,Matanuska-Susitna Borough,170,62.3167,-150.2314,1
99687,Wasilla,AK,Matanuska-Susitna Borough,170,61.5313,-149.4784,1
99688,Willow,AK,Matanuska-Susitna Borough,170,61.8966,-150.0038,1
99694,Houston,AK,Matanuska-Susitna Borough,170,61.6303,-149.8181,1
99659,Saint Michael,AK,Nome (CA),180,63.4776,-162.1091,1
99671,Stebbins,AK,Nome (CA),180,63.5222,-162.2881,1
99684,Unalakleet,AK,Nome (CA),180,63.8835,-160.7884,1
99739,Elim,AK,Nome (CA),180,64.6217,-162.2604,1
99742,Gambell,AK,Nome (CA),180,63.7766,-171.7017,1
99753,Koyuk,AK,Nome (CA),180,64.9319,-161.1569,4
99762,Nome,AK,Nome (CA),180,64.5011,-165.4064,1
99769,Savoonga,AK,Nome (CA),180,63.6797,-170.4709,1
99771,Shaktoolik,AK,Nome (CA),180,64.3537,-161.1932,1
99772,Shishmaref,AK,Nome (CA),180,66.2306,-166.1373,1
99778,Teller,AK,Nome (CA),180,65.2402,-166.3833,1
99783,Wales,AK,Nome (CA),180,65.6092,-168.0875,1
99784,White Mountain,AK,Nome (CA),180,64.6814,-163.4056,1
99785,Brevig Mission,AK,Nome (CA),180,65.3342,-166.4786,1
99721,Anaktuvuk Pass,AK,North Slope,185,68.1433,-151.7358,1
99723,Barrow,AK,North Slope,185,71.2346,-156.8174,1
99734,Prudhoe Bay,AK,North Slope,185,70.2922,-148.6694,1
99747,Kaktovik,AK,North Slope,185,70.1319,-143.6239,1
99759,Point Lay,AK,North Slope,185,69.7439,-163.0084,1
99766,Point Hope,AK,North Slope,185,68.3486,-166.7347,1
99782,Wainwright,AK,North Slope,185,70.6369,-160.0383,1
99789,Nuiqsut,AK,North Slope,185,70.1927,-150.9971,1
99791,Atqasuk,AK,North Slope,185,70.4947,-157.4411,1
99727,Buckland,AK,Northwest Arctic,188,65.9789,-161.1262,1
99736,Deering,AK,Northwest Arctic,188,66.0737,-162.714,1
99749,Kiana,AK,Northwest Arctic,188,66.975,-160.4228,1
99750,Kivalina,AK,Northwest Arctic,188,67.7269,-164.5333,1
99751,Kobuk,AK,Northwest Arctic,188,66.9072,-156.8811,1
99752,Kotzebue,AK,Northwest Arctic,188,66.8985,-162.5981,1
99761,Noatak,AK,Northwest Arctic,188,67.5711,-162.9653,1
99763,Noorvik,AK,Northwest Arctic,188,66.8364,-161.0441,1
99770,Selawik,AK,Northwest Arctic,188,66.6039,-160.0069,1
99773,Shungnak,AK,Northwest Arctic,188,66.8881,-157.1364,1
99786,Ambler,AK,Northwest Arctic,188,67.0861,-157.8514,1
99830,Kake,AK,Petersburg,195,56.9736,-133.936,4
99833,Petersburg,AK,Petersburg,195,56.8271,-133.1607,4
99836,Port Alexander,AK,Prince of Wales-Hyder,198,56.2497,-134.6444,4
99903,Meyers Chuck,AK,Prince of Wales-Hyder,198,55.7408,-132.2564,4
99918,Coffman Cove,AK,Prince of Wales-Hyder,198,55.9524,-132.7503,4
99919,Thorne Bay,AK,Prince of Wales-Hyder,198,55.6609,-132.5138,4
99921,Craig,AK,Prince of Wales-Hyder,198,55.4732,-133.1171,4
99922,Hydaburg,AK,Prince of Wales-Hyder,198,55.2087,-132.8259,4
99923,Hyder,AK,Prince of Wales-Hyder,198,55.9169,-130.0247,1
99925,Klawock,AK,Prince of Wales-Hyder,198,55.5526,-133.0555,4
99926,Metlakatla,AK,Prince of Wales-Hyder,198,55.1215,-131.579,4
99927,Point Baker,AK,Prince of Wales-Hyder,198,56.3528,-133.6211,4
99835,Sitka,AK,Sitka City and Borough,220,57.0514,-135.3166,4
99840,Skagway,AK,Skagway,230,59.4685,-135.3018,1
99689,Yakutat,AK,Skagway-Hoonah-Angoon,232,59.812,-139.5505,1
99731,Fort Greely,AK,Southeast Fairbanks Census Area,240,63.952,-146.451,1
99732,Chicken,AK,Southeast Fairbanks Census Area,240,64.0733,-141.9361,1
99737,Delta Junction,AK,Southeast Fairbanks Census Area,240,64.0378,-145.7322,1
99738,Eagle,AK,Southeast Fairbanks Census Area,240,64.7881,-141.2,1
99764,Northway,AK,Southeast Fairbanks Census Area,240,62.9617,-141.9372,1
99776,Tanacross,AK,Southeast Fairbanks Census Area,240,63.3853,-143.3464,1
99780,Tok,AK,Southeast Fairbanks Census Area,240,63.3367,-142.9856,1
99929,Wrangell,AK,City and Borough of Wrangell,275,56.4335,-132.3529,4
99558,Anvik,AK,Yukon-Koyukuk (CA),290,62.6561,-160.2067,1
99590,Grayling,AK,Yukon-Koyukuk (CA),290,62.9036,-160.0647,1
99602,Holy Cross,AK,Yukon-Koyukuk (CA),290,62.1926,-159.8251,1
99627,Mc Grath,AK,Yukon-Koyukuk (CA),290,62.9457,-155.5712,1
99665,Shageluk,AK,Yukon-Koyukuk (CA),290,62.6822,-159.5619,1
99675,Takotna,AK,Yukon-Koyukuk (CA),290,62.9886,-156.0642,1
99691,Nikolai,AK,Yukon-Koyukuk (CA),290,63.0133,-154.375,1
99720,Allakaket,AK,Yukon-Koyukuk (CA),290,66.5656,-152.6456,1
99722,Arctic Village,AK,Yukon-Koyukuk (CA),290,68.1269,-145.5378,1
99724,Beaver,AK,Yukon-Koyukuk (CA),290,66.3594,-147.3964,4
99726,Bettles Field,AK,Yukon-Koyukuk (CA),290,65.2264,-151.0251,1
99730,Central,AK,Yukon-Koyukuk (CA),290,65.4681,-144.7489,1
99733,Circle,AK,Yukon-Koyukuk (CA),290,65.8245,-144.0826,1
99740,Fort Yukon,AK,Yukon-Koyukuk (CA),290,66.5647,-145.2739,1
99741,Galena,AK,Yukon-Koyukuk (CA),290,64.7333,-156.9275,1
99745,Hughes,AK,Yukon-Koyukuk (CA),290,66.0382,-154.2644,4
99746,Huslia,AK,Yukon-Koyukuk (CA),290,65.6899,-156.292,4
99748,Kaltag,AK,Yukon-Koyukuk (CA),290,64.3305,-158.7243,1
99754,Koyukuk,AK,Yukon-Koyukuk (CA),290,64.8803,-157.7008,4
99756,Manley Hot Springs,AK,Yukon-Koyukuk (CA),290,65.0011,-150.6339,4
99757,Lake Minchumina,AK,Yukon-Koyukuk (CA),290,63.8828,-152.3122,4
99758,Minto,AK,Yukon-Koyukuk (CA),290,65.0584,-149.6912,1
99760,Nenana,AK,Yukon-Koyukuk (CA),290,64.5577,-149.0867,1
99765,Nulato,AK,Yukon-Koyukuk (CA),290,64.7194,-158.1031,1
99767,Rampart,AK,Yukon-Koyukuk (CA),290,65.509,-150.1619,1
99768,Ruby,AK,Yukon-Koyukuk (CA),290,64.7201,-155.5039,1
99774,Stevens Village,AK,Yukon-Koyukuk (CA),290,66.0064,-149.0908,4
99777,Tanana,AK,Yukon-Koyukuk (CA),290,65.1719,-152.0789,1
99781,Venetie,AK,Yukon-Koyukuk (CA),290,67.0104,-146.4137,1
99788,Chalkyitsik,AK,Yukon-Koyukuk (CA),290,66.6544,-143.7222,1
36003,Autaugaville,AL,Autauga,001,32.4625,-86.7149,4
36006,Billingsley,AL,Autauga,001,32.6596,-86.7178,4
36008,Booth,AL,Autauga,001,32.5016,-86.5727,4
36051,Marbury,AL,Autauga,001,32.6841,-86.4946,4
36066,Prattville,AL,Autauga,001,32.4787,-86.43,4
36067,Prattville,AL,Autauga,001,32.4715,-86.4831,4
36068,Prattville,AL,Autauga,001,32.464,-86.4597,4
36749,Jones,AL,Autauga,001,32.5104,-86.8138,4
36507,Bay Minette,AL,Baldwin,003,30.8635,-87.7644,4
36511,Bon Secour,AL,Baldwin,003,30.3128,-87.7431,4
36526,Daphne,AL,Baldwin,003,30.6197,-87.8895,4
36527,Spanish Fort,AL,Baldwin,003,30.6959,-87.8867,4
36530,Elberta,AL,Baldwin,003,30.3942,-87.589,4
36532,Fairhope,AL,Baldwin,003,30.5012,-87.8835,4
36533,Fairhope,AL,Baldwin,003,30.4841,-87.8606,4
36535,Foley,AL,Baldwin,003,30.4007,-87.6857,4
36536,Foley,AL,Baldwin,003,30.4222,-87.7064,4
36542,Gulf Shores,AL,Baldwin,003,30.2717,-87.7589,4
36547,Gulf Shores,AL,Baldwin,003,30.246,-87.7008,4
36549,Lillian,AL,Baldwin,003,30.3972,-87.4745,4
36550,Little River,AL,Baldwin,003,31.2246,-87.7548,4
36551,Loxley,AL,Baldwin,003,30.618,-87.7562,4
36555,Magnolia Springs,AL,Baldwin,003,30.3996,-87.7761,4
36559,Montrose,AL,Baldwin,003,30.5623,-87.9005,4
36561,Orange Beach,AL,Baldwin,003,30.281,-87.5815,4
36562,Perdido,AL,Baldwin,003,31.0403,-87.6667,4
36564,Point Clear,AL,Baldwin,003,30.4741,-87.9192,4
36567,Robertsdale,AL,Baldwin,003,30.5616,-87.6373,4
36574,Seminole,AL,Baldwin,003,30.5048,-87.4659,4
36576,Silverhill,AL,Baldwin,003,30.5222,-87.7457,4
36577,Spanish Fort,AL,Baldwin,003,30.6749,-87.9153,4
36578,Stapleton,AL,Baldwin,003,30.7476,-87.7787,4
36579,Stockton,AL,Baldwin,003,31.0129,-87.8633,4
36580,Summerdale,AL,Baldwin,003,30.4752,-87.6992,4
36016,Clayton,AL,Barbour,005,31.8874,-85.4509,4
36017,Clio,AL,Barbour,005,31.6852,-85.5904,4
36027,Eufaula,AL,Barbour,005,31.9051,-85.1656,4
36048,Louisville,AL,Barbour,005,31.7943,-85.5581,4
36072,Eufaula,AL,Barbour,005,31.8913,-85.1455,4
35034,Brent,AL,Bibb,007,32.9357,-87.2114,4
35035,Brierfield,AL,Bibb,007,33.0427,-86.9517,4
35042,Centreville,AL,Bibb,007,32.9503,-87.1192,4
35074,Green Pond,AL,Bibb,007,33.2251,-87.1264,4
35184,West Blocton,AL,Bibb,007,33.1424,-87.1369,4
35188,Woodstock,AL,Bibb,007,33.2068,-87.15,4
36792,Randolph,AL,Bibb,007,32.8888,-86.907,4
36793,Lawley,AL,Bibb,007,32.8646,-86.9567,4
35013,Allgood,AL,Blount,009,33.9222,-86.4493,4
35031,Blountsville,AL,Blount,009,34.0929,-86.5686,4
35049,Cleveland,AL,Blount,009,33.9778,-86.5598,4
35079,Hayden,AL,Blount,009,33.9534,-86.7455,4
35097,Locust Fork,AL,Blount,009,33.905,-86.6261,4
35121,Oneonta,AL,Blount,009,33.9259,-86.4741,4
35133,Remlap,AL,Blount,009,33.8168,-86.6008,4
36029,Fitzpatrick,AL,Bullock,011,32.2165,-85.8888,4
36053,Midway,AL,Bullock,011,32.0955,-85.5315,4
36061,Perote,AL,Bullock,011,32.0928,-85.7046,4
36089,Union Springs,AL,Bullock,011,32.1443,-85.7149,4
36015,Chapman,AL,Butler,013,31.6427,-86.7343,4
36030,Forest Home,AL,Butler,013,31.8501,-86.8372,4
36033,Georgiana,AL,Butler,013,31.6287,-86.734,4
36037,Greenville,AL,Butler,013,31.81,-86.6229,4
36456,Mc Kenzie,AL,Butler,013,31.545,-86.7356,1
36201,Anniston,AL,Calhoun,015,33.6539,-85.8382,4
36202,Anniston,AL,Calhoun,015,33.7622,-85.8378,4
36203,Oxford,AL,Calhoun,015,33.5815,-85.8328,4
36204,Anniston,AL,Calhoun,015,33.7622,-85.8378,4
36205,Anniston,AL,Calhoun,015,33.7358,-85.7933,4
36206,Anniston,AL,Calhoun,015,33.7191,-85.8389,4
36207,Anniston,AL,Calhoun,015,33.6803,-85.7137,4
36250,Alexandria,AL,Calhoun,015,33.7808,-85.8924,4
36253,Bynum,AL,Calhoun,015,33.7622,-85.8378,4
36254,Choccolocco,AL,Calhoun,015,33.6573,-85.6991,4
36257,De Armanville,AL,Calhoun,015,33.7622,-85.8378,1
36260,Eastaboga,AL,Calhoun,015,33.6031,-85.9608,4
36265,Jacksonville,AL,Calhoun,015,33.831,-85.7752,4
36271,Ohatchee,AL,Calhoun,015,33.7788,-86.0254,4
36272,Piedmont,AL,Calhoun,015,33.8389,-85.646,4
36277,Weaver,AL,Calhoun,015,33.7563,-85.8107,4
36279,Wellington,AL,Calhoun,015,33.8226,-85.8927,4
36852,Cusseta,AL,Chambers,017,32.7831,-85.2756,4
36854,Valley,AL,Chambers,017,32.8113,-85.1749,4
36855,Five Points,AL,Chambers,017,33.0424,-85.3243,4
36862,Lafayette,AL,Chambers,017,32.9252,-85.4426,4
36863,Lanett,AL,Chambers,017,32.8616,-85.2161,4
35959,Cedar Bluff,AL,Cherokee,019,34.2417,-85.6026,4
35960,Centre,AL,Cherokee,019,34.1116,-85.6092,4
35973,Gaylesville,AL,Cherokee,019,34.3573,-85.5589,4
35983,Leesburg,AL,Cherokee,019,34.1911,-85.7705,4
36275,Spring Garden,AL,Cherokee,019,33.9778,-85.5521,4
35045,Clanton,AL,Chilton,021,32.8355,-86.6425,4
35046,Clanton,AL,Chilton,021,32.9229,-86.545,4
35085,Jemison,AL,Chilton,021,32.9805,-86.7181,4
35171,Thorsby,AL,Chilton,021,32.9157,-86.7158,4
36091,Verbena,AL,Chilton,021,32.7499,-86.5114,4
36750,Maplesville,AL,Chilton,021,32.8045,-86.8717,4
36790,Stanton,AL,Chilton,021,32.7332,-86.8963,4
36904,Butler,AL,Choctaw,023,32.0829,-88.2064,4
36908,Gilbertown,AL,Choctaw,023,31.8666,-88.3265,4
36910,Jachin,AL,Choctaw,023,32.2299,-88.1684,4
36912,Lisman,AL,Choctaw,023,32.2177,-88.3234,4
36913,Melvin,AL,Choctaw,023,31.9304,-88.4589,4
36915,Needham,AL,Choctaw,023,31.9879,-88.3367,4
36916,Pennington,AL,Choctaw,023,32.2094,-88.049,4
36919,Silas,AL,Choctaw,023,31.7668,-88.3091,4
36921,Toxey,AL,Choctaw,023,31.9155,-88.151,4
36922,Ward,AL,Choctaw,023,32.3038,-88.1476,4
36436,Dickinson,AL,Clarke,025,31.7635,-87.7106,4
36446,Fulton,AL,Clarke,025,31.7925,-87.72,4
36451,Grove Hill,AL,Clarke,025,31.7088,-87.7772,4
36482,Whatley,AL,Clarke,025,31.6395,-87.6565,4
36524,Coffeeville,AL,Clarke,025,31.7843,-88.0715,4
36540,Gainestown,AL,Clarke,025,31.4258,-87.6822,4
36545,Jackson,AL,Clarke,025,31.5131,-87.8672,4
36727,Campbell,AL,Clarke,025,31.9213,-88.008,4
36784,Thomasville,AL,Clarke,025,31.9067,-87.7598,4
35082,Hollins,AL,Clay,027,33.1162,-86.1386,4
36251,Ashland,AL,Clay,027,33.2474,-85.829,4
36255,Cragford,AL,Clay,027,33.2171,-85.7108,4
36258,Delta,AL,Clay,027,33.4573,-85.6793,4
36266,Lineville,AL,Clay,027,33.3286,-85.7346,4
